Year,Laureate_Id,Firstname,Lastname,Category,Prize_Share,Motivation,Gender,Birth_Date,Birth_Country,Birth_City,Death_Date,Death_Country,Death_City,Birth_Country_Code,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
1989,273,Sidney,Altman,chemistry,2,"""for their discovery of catalytic properties of RNA""",male,07/05/1939,Canada,Montreal,05/04/2022,USA,Rockleigh NJ,CA,US,Yale University,New Haven CT,USA
1989,136,Hans G.,Dehmelt,physics,4,"""for the development of the ion trap technique""",male,09/09/1922,Prussia (now Germany),Görlitz,07/03/2017,USA,Seattle WA,DE,US,University of Washington,Seattle WA,USA
1989,135,Norman F.,Ramsey,physics,2,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",male,27/08/1915,USA,Washington D.C.,04/11/2011,USA,Wayland MA,US,US,Harvard University,Cambridge MA,USA
1989,440,J. Michael,Bishop,medicine,2,"""for their discovery of the cellular origin of retroviral oncogenes""",male,22/02/1936,USA,York PA,0000-00-00,,,US,,University of California School of Medicine,San Francisco CA,USA
1989,137,Wolfgang,Paul,physics,4,"""for the development of the ion trap technique""",male,10/08/1913,Germany,Lorenzkirch,07/12/1993,Germany,Bonn,DE,DE,University of Bonn,Bonn,Germany
1989,703,Trygve,Haavelmo,economics,1,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",male,13/12/1911,Norway,Skedsmo,26/07/1999,Norway,Oslo,NO,NO,University of Oslo,Oslo,Norway
1989,666,Camilo José,Cela,literature,1,"""for a rich and intensive prose which with restrained compassion forms a challenging vision of man's vulnerability""",male,11/05/1916,Spain,Iria Flavia,17/01/2002,Spain,Madrid,ES,ES,,,
1989,551,Lhamo,Thondup,peace,1,"""for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people""",male,06/07/1935,Tibet (now China),Taktser,0000-00-00,,,CN,,,,
1989,441,Harold E.,Varmus,medicine,2,"""for their discovery of the cellular origin of retroviral oncogenes""",male,18/12/1939,USA,Oceanside NY,0000-00-00,,,US,,University of California School of Medicine,San Francisco CA,USA
1990,667,Octavio,Paz,literature,1,"""for impassioned writing with wide horizons characterized by sensuous intelligence and humanistic integrity""",male,31/03/1914,Mexico,Mexico City,19/04/1998,Mexico,Mexico City,MX,MX,,,
1990,140,Richard E.,Taylor,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",male,02/11/1929,Canada,Medicine Hat Alberta,22/02/2018,USA,Stanford CA,CA,US,Stanford University,Stanford CA,USA
1990,139,Henry W.,Kendall,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",male,09/12/1926,USA,Boston MA,15/02/1999,USA,Wakulla Springs State Park FL,US,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1990,138,Jerome I.,Friedman,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",male,28/03/1930,USA,Chicago IL,0000-00-00,,,US,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1990,704,Harry M.,Markowitz,economics,3,"""for their pioneering work in the theory of financial economics""",male,24/08/1927,USA,Chicago IL,0000-00-00,,,US,,City University of New York,New York NY,USA
1990,705,Merton H.,Miller,economics,3,"""for their pioneering work in the theory of financial economics""",male,16/05/1923,USA,Boston MA,03/06/2000,USA,Chicago IL,US,US,University of Chicago,Chicago IL,USA
1990,442,Joseph E.,Murray,medicine,2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",male,01/04/1919,USA,Milford MA,26/11/2012,USA,Boston MA,US,US,Brigham and Women's Hospital,Boston MA,USA
1990,552,Mikhail,Gorbachev,peace,1,"""for the leading role he played in the radical changes in East-West relations""",male,02/03/1931,USSR (now Russia),Privolnoye,30/08/2022,Russia,Moscow,RU,RU,,,
1990,443,E. Donnall,Thomas,medicine,2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",male,15/03/1920,USA,Mart TX,20/10/2012,USA,Seattle WA,US,US,Fred Hutchinson Cancer Research Center,Seattle WA,USA
1990,706,William F.,Sharpe,economics,3,"""for their pioneering work in the theory of financial economics""",male,16/06/1934,USA,Boston MA,0000-00-00,,,US,,Stanford University,Stanford CA,USA
1990,275,Elias James,Corey,chemistry,1,"""for his development of the theory and methodology of organic synthesis""",male,12/07/1928,USA,Methuen MA,0000-00-00,,,US,,Harvard University,Cambridge MA,USA
1991,707,Ronald H.,Coase,economics,1,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",male,29/12/1910,United Kingdom,Willesden,02/09/2013,USA,Chicago IL,GB,US,University of Chicago,Chicago IL,USA
1991,668,Nadine,Gordimer,literature,1,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",female,20/11/1923,South Africa,Springs,13/07/2014,South Africa,Johannesburg,ZA,ZA,,,
1991,445,Bert,Sakmann,medicine,2,"""for their discoveries concerning the function of single ion channels in cells""",male,12/06/1942,Germany,Stuttgart,0000-00-00,,,DE,,Max-Planck-Institut für medizinische Forschung,Heidelberg,Germany
1991,141,Pierre-Gilles,de Gennes,physics,1,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers""",male,24/10/1932,France,Paris,18/05/2007,France,Orsay,FR,FR,Collège de France,Paris,France
1991,553,Aung San Suu Kyi,,peace,1,"""for her non-violent struggle for democracy and human rights""",female,19/06/1945,Burma (now Myanmar),Rangoon (now Yangon),0000-00-00,,,MM,,,,
1991,444,Erwin,Neher,medicine,2,"""for their discoveries concerning the function of single ion channels in cells""",male,20/03/1944,Germany,Landsberg,0000-00-00,,,DE,,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Germany
1991,276,Richard R.,Ernst,chemistry,1,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",male,14/08/1933,Switzerland,Winterthur,04/06/2021,Switzerland,Winterthur,CH,CH,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
1992,669,Derek,Walcott,literature,1,"""for a poetic oeuvre of great luminosity sustained by a historical vision the outcome of a multicultural commitment""",male,23/01/1930,Saint Lucia,Castries,17/03/2017,Saint Lucia,Gros-Islet,LC,LC,,,
1992,446,Edmond H.,Fischer,medicine,2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",male,06/04/1920,China,Shanghai,27/08/2021,USA,Seattle WA,CN,US,University of Washington,Seattle WA,USA
1992,277,Rudolph A.,Marcus,chemistry,1,"""for his contributions to the theory of electron transfer reactions in chemical systems""",male,21/07/1923,Canada,Montreal,0000-00-00,,,CA,,California Institute of Technology (Caltech),Pasadena CA,USA
1992,708,Gary,Becker,economics,1,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction including nonmarket behaviour""",male,02/12/1930,USA,Pottsville PA,03/05/2014,USA,Chicago IL,US,US,University of Chicago,Chicago IL,USA
1992,554,Rigoberta,Menchú Tum,peace,1,"""for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",female,09/01/1959,Guatemala,Aldea Chimel,0000-00-00,,,GT,,,,
1992,142,Georges,Charpak,physics,1,"""for his invention and development of particle detectors in particular the multiwire proportional chamber""",male,01/08/1924,Poland,Dabrovica,29/09/2010,France,Paris,PL,FR,École Supérieure de Physique et Chimie,Paris,France
1992,447,Edwin G.,Krebs,medicine,2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",male,06/06/1918,USA,Lansing IA,21/12/2009,USA,Seattle WA,US,US,University of Washington,Seattle WA,USA
1993,143,Russell A.,Hulse,physics,2,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",male,28/11/1950,USA,New York NY,0000-00-00,,,US,,Princeton University,Princeton NJ,USA
1993,144,Joseph H.,Taylor Jr.,physics,2,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",male,29/03/1941,USA,Philadelphia PA,0000-00-00,,,US,,Princeton University,Princeton NJ,USA
1993,670,Toni,Morrison,literature,1,"""who in novels characterized by visionary force and poetic import gives life to an essential aspect of American reality""",female,18/02/1931,USA,Lorain OH,05/08/2019,USA,New York NY,US,US,,,
1993,710,Douglass C.,North,economics,2,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",male,05/11/1920,USA,Cambridge MA,23/11/2015,USA,Benzonia MI,US,US,Washington University,St. Louis MO,USA
1993,279,Michael,Smith,chemistry,2,"""for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies""",male,26/04/1932,United Kingdom,Blackpool,04/10/2000,Canada,Vancouver,GB,CA,University of British Columbia,Vancouver,Canada
1993,449,Phillip A.,Sharp,medicine,2,"""for their discoveries of split genes""",male,06/06/1944,USA,Falmouth KY,0000-00-00,,,US,,Massachusetts Institute of Technology (MIT) Center for Cancer Research,Cambridge MA,USA
1993,448,Richard J.,Roberts,medicine,2,"""for their discoveries of split genes""",male,06/09/1943,United Kingdom,Derby,0000-00-00,,,GB,,New England Biolabs,Beverly MA,USA
1993,278,Kary B.,Mullis,chemistry,2,"""for his invention of the polymerase chain reaction (PCR) method""",male,28/12/1944,USA,Lenoir NC,07/08/2019,USA,Newport Beach CA,US,US,,,
1993,556,F.W.,de Klerk,peace,2,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",male,18/03/1936,South Africa,Johannesburg,11/11/2021,South Africa,Cape Town,ZA,ZA,,,
1993,709,Robert W.,Fogel,economics,2,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",male,01/07/1927,USA,New York NY,11/06/2013,USA,Oak Lawn IL,US,US,University of Chicago,Chicago IL,USA
1993,555,Nelson,Mandela,peace,2,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",male,18/07/1918,South Africa,Qunu,05/12/2013,South Africa,Johannesburg,ZA,ZA,,,
1994,450,Alfred G.,Gilman,medicine,2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",male,01/07/1941,USA,New Haven CT,23/12/2015,USA,Dallas TX,US,US,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
1994,451,Martin,Rodbell,medicine,2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",male,01/12/1925,USA,Baltimore MD,07/12/1998,USA,Chapel Hill NC,US,US,National Institute of Environmental Health Sciences,Research Triangle Park NC,USA
1994,280,George A.,Olah,chemistry,1,"""for his contribution to carbocation chemistry""",male,22/05/1927,Hungary,Budapest,08/03/2017,USA,Los Angeles CA,HU,US,University of Southern California,Los Angeles CA,USA
1994,145,Bertram N.,Brockhouse,physics,2,"""for the development of neutron spectroscopy""",male,15/07/1918,Canada,Lethbridge Alberta,13/10/2003,Canada,Hamilton Ontario,CA,CA,McMaster University,Hamilton Ontario,Canada
1994,146,Clifford G.,Shull,physics,2,"""for the development of the neutron diffraction technique""",male,23/09/1915,USA,Pittsburgh PA,31/03/2001,USA,Medford MA,US,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1994,671,Kenzaburo,Oe,literature,1,"""who with poetic force creates an imagined world where life and myth condense to form a disconcerting picture of the human predicament today""",male,31/01/1935,Japan,Uchiko,03/03/2023,Japan,Tokyo,JP,JP,,,
1994,557,Yasser,Arafat,peace,3,"""for their efforts to create peace in the Middle East""",male,24/08/1929,Egypt,Cairo,11/11/2004,France,Paris,EG,FR,,,
1994,559,Yitzhak,Rabin,peace,3,"""for their efforts to create peace in the Middle East""",male,01/03/1922,British Mandate of Palestine (now Israel),Jerusalem,04/11/1995,Israel,Tel Aviv,IL,IL,,,
1994,558,Shimon,Peres,peace,3,"""for their efforts to create peace in the Middle East""",male,16/08/1923,Poland (now Belarus),Vishneva,28/09/2016,Israel,Tel Aviv,BY,IL,,,
1994,711,John C.,Harsanyi,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",male,29/05/1920,Hungary,Budapest,09/08/2000,USA,Berkeley CA,HU,US,University of California,Berkeley CA,USA
1994,712,John F.,Nash Jr.,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",male,13/06/1928,USA,Bluefield WV,23/05/2015,USA,New Jersey NJ,US,US,Princeton University,Princeton NJ,USA
1994,713,Reinhard,Selten,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",male,05/10/1930,Germany (now Poland),Breslau (now Wroclaw),23/08/2016,Poland,Poznan,PL,PL,Rheinische Friedrich-Wilhelms-Universität,Bonn,Germany
1995,148,Frederick,Reines,physics,2,"""for the detection of the neutrino""",male,16/03/1918,USA,Paterson NJ,26/08/1998,USA,Orange CA,US,US,University of California,Irvine CA,USA
1995,452,Edward B.,Lewis,medicine,3,"""for their discoveries concerning the genetic control of early embryonic development""",male,20/05/1918,USA,Wilkes-Barre PA,21/07/2004,USA,Pasadena CA,US,US,California Institute of Technology (Caltech),Pasadena CA,USA
